"ID","Country","Latitude","Longitude","Page","Battle","Year","Participants","War","Winner","Loser","Participant 1","Participant 2","Lehmann Zhukov Scale","Theatre","Polygon","Massacre","Alternative Sources Consulted","Infered Scale","Minor"
"Torata1823","PERU",-17.0759571,-70.8432115,"1025","TORATA","1823","['Peru', 'Patriot', 'Moquegua', 'Torata', 'Alvarado', 'Spanish']","PERUVIAN WAR OF INDEPENDENCE","SPAIN","PERUVIAN REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Torbat-i-Jam1528","IRAN",35.2316863,60.6401218,"1025","TORBAT-I-JAM","1528","['Uzbek', 'Persia', 'Afghanistan', 'Uzbek', 'Damghan']","PERSIAN-UZBEK WARS","PERSIA","UZBEKISTAN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Torbat-i-Jam1751","IRAN",35.2316863,60.6401218,"1025","TORBAT-I-JAM","1751","['Afghan', 'Persia']","PERSIAN-AFGHAN WARS","AFGHANISTAN","PERSIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Torch1942","ALGERIA",35.7110961,-0.7082321,"1026","TORCH","1942","['Northern Africa', 'Libya', 'American', 'Algiers', 'Tunisia']","WORLD WAR II","UNITED KINGDOM, UNITED STATES, FREE FRANCE","VICHY FRANCE",NA,NA,4,"LAND AND SEA","TORCH42","NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P832; DUPUY AND DUPUY, ENCYCLOPEDIA OF MILITARY HISTORY, P1085",NA,NA
"Tordesillas1812","SPAIN",41.5015353,-4.9987459,"1026","TORDESILLAS","1812","['Wellington', 'Venta', 'Pozo', 'Villa', 'French', 'Wellington']","NAPOLEONIC WARS","FRANCE","UNITED KINGDOM",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Torfou1793","FRANCE",48.530867,2.226808,"1026","TORFOU","1793","['French', 'Republican', 'Torfou']","FRENCH REVOLUTIONARY WARS (VENDEE WAR)","VENDEEN REBELS","FRANCE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Torgau1760","GERMANY",51.557934,12.991583,"1026","TORGAU","1760","['Prussia', 'Berlin', 'Austrian', 'Torgau', 'Austrians']","SEVEN YEARS WAR","PRUSSIA","HABSBURG EMPIRE",NA,NA,3,"LAND",NA,"NO","THE FIELD AND THE FORGE, LANDERS, P389",NA,NA
"Torgovaya1918","RUSSIA",46.190296,41.042468,"1026","TORGOVAYA","1918","['Torgovaya', 'Torgovaya']","RUSSIAN CIVIL WAR","RUSSIAN WHITES","BOLSHEVIKS",NA,NA,NA,"LAND",NA,"NO","FOR LOCATION  - LUCKETT, RICHARD - THE WHITE GENERALS: AN ACCOUNT OF THE WHITE GENERALS AND THE WHITE MOVEMENT IN THE RUSSIAN CIVIL WAR",NA,NA
"Torgovaya1920","RUSSIA",46.190296,41.042468,"1026","TORGOVAYA","1920","['Torgovaya', 'Pavlov']","RUSSIAN CIVIL WAR","BOLSHEVIKS","RUSSIAN WHITES",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Torinomi1057","JAPAN",39.0153493,141.0504684,"1026","TORINOMI","1057","['Mutsu Province', 'Japan', 'Hiraizumi', 'Iwate']","EARLIER NINE YEARS WAR","ABE CLAN","IMPERIAL JAPAN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Torna1704","INDIA",18.2340941,73.4366664,"1026","TORNA","1704","['Mughal', 'Raigargh', 'Poona']","MUGHAL-MARATHA WARS","MUGHAL EMPIRE","MARATHAS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tornavento1636","ITALY",45.5813483,8.7097632,"1027","TORNAVENTO","1636","['French', 'Italy', 'Ticino', 'Milan', 'Tornavento', 'Spanish', 'Spaniards']","THIRTY YEARS WAR","FRANCE, SAVOY","SPAIN",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P385",NA,NA
"Tornow1758","GERMANY",53.0911479,12.9608245,"SHOWALTER, P444","TORNOW","1758",NA,"SEVEN YEARS WAR","PRUSSIA","SWEDEN",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P444",NA,NA
"Toro1476","SPAIN",41.5253118,-5.4010202,"1027","TORO","1476","['Portuguese-Castilian', 'Aragon', 'Castile', 'Portugal', 'Spain', 'Toro', 'Zamora']","PORTUGUESE-CASTILIAN WAR","CASTILE","PORTUGAL",NA,NA,2,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P254",NA,NA
"Toronto1837","CANADA",43.651723,-79.5278848,"1027","TORONTO","1837","['Canadian', 'French', 'Toronto', 'Britain']","CANADIAN REBELLION","UNITED KINGDOM","CANADIAN REBELS",NA,NA,1,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P635","1",NA
"Torreon1913","MEXICO",25.5428443,-103.4067861,"1027","TORREON","1913","['Entering Mexico', 'Texas']","MEXICAN REVOLUTION","CONSTITUTIONALIST REBELS","HUERTA REGIME",NA,NA,2,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE","CLODFELTER, WARFARE AND ARMED CONFLICT, P374",NA,NA
"Torreon1914","MEXICO",25.5428443,-103.4067861,"1027","TORREON","1914","['Mexican', 'Mexico']","MEXICAN REVOLUTION","CONSTITUTIONALIST REBELS","HUERTA REGIME",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P374",NA,NA
"Torres Vedras1810","PORTUGAL",39.0930258,-9.2980036,"1027","TORRES VEDRAS","1810","['Napoleonic', 'British', 'Bussaco', 'Portugal', 'Lisbon', 'French', 'Massena', 'French', 'Spain']","NAPOLEONIC WARS","UNITED KINGDOM","FRANCE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Torrington1646","UNITED KINGDOM",50.9546459,-4.135998,"1027","TORRINGTON","1646","['Torrington', 'British', 'North Devon', 'Cornish', 'Royalist', 'Stow']","BRITISH CIVIL WARS","PARLIAMENTARIANS","ROYALISTS",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P395",NA,NA
"Torroella1694","SPAIN",42.0420507,3.118198,"SHOWALTER, P413","TORROEALLA","1694",NA,"WAR OF THE GRAND ALLIANCE","FRANCE","SPAIN",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P413",NA,NA
"Tortona1155","ITALY",44.8952122,8.8633326,"1027","TORTONA","1155","['Italy', 'Italy', 'Milan', 'Tortona']","FREDERICK'S 1ST EXPEDITION TO ITALY","HOLY ROMAN EMPIRE","TORTONA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tortosa1148","SPAIN",40.8125777,0.5214423,"1028","TORTOSA","1148","['Christian', 'Spain', 'Christian', 'Spain', 'Aragon', 'Genoese', 'European', 'Christian']","EARLY CHRISTIAN RECONQUEST OF SPAIN","ARAGON, GENOA, MONTPELLIER, EUROPEAN CRUSADERS","TURTUSHA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tortosa1810","SPAIN",40.8125777,0.5214423,"1028","TORTOSA","1810","['Napoleonic', 'San Pedro']","NAPOLEONIC WARS","FRANCE","SPAIN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Toshimitsu1587","JAPAN",33.1349312,131.6590795,"1028","TOSHIMITSU","1587","['Warring States', 'Shimazu', 'Iehisa', 'Satsuma', 'Kyushu', 'Toshimitsu', 'Toshimitsu', 'Satsuma']","JAPAN'S ERA OF THE WARRING STATES","SATSUMA","OTOMO YOSHIMUNE, TOYOTOMO HIDEYOSHI",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Toski1889","EGYPT",21.8370759,31.3366979,"1028","TOSKI","1889","['British', 'Abyssinia', 'Mahdists', 'Egypt', 'Wadi Halfa', 'Egyptian', 'Sirdar']","BRITISH-SUDAN WARS","UNITED KINGDOM, EGYPT","SUDANESE MAHDISTS",NA,NA,1,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P710",NA,NA
"Tot-dong1426","VIETNAM",20.8794977,105.6705801,"1028","TOT-DONG","1426","['Sino-Vietnamese', 'Hanoi', 'Chinese', 'China', 'Vietnam']","SINO-VIETNAMESE WAR","VIETNAM","MING CHINA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Totopotomoy Creek1864","UNITED STATES",37.6607771,-77.3469569,"1028","TOTOPOTOMOY CREEK","1864","['American', 'Pamunkey', 'Richmond', 'Virginia']","AMERICAN CIVIL WAR","DRAW",NA,"UNITED STATES","CONFEDERATE STATES OF AMERICA",4,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P286","1",NA
"Toul1870","FRANCE",48.678296,5.890159,"1028","TOUL","1870","['Strasbourg', 'German', 'Paris']","FRANCO-PRUSSIAN WAR","PRUSSIA","FRANCE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Toulon1707","FRANCE",43.124228,5.928,"1028","TOULON","1707","['French', 'Italy']","WAR OF THE SPANISH SUCCESSION","FRANCE","AUSTRIA, SAVOY, UNITED KINGDOM",NA,NA,3,"LAND AND SEA",NA,"NO","THE FIELD AND THE FORGE, LANDERS, P400",NA,NA
"Toulon1744","FRANCE",42.8611309,5.8771303,"1029","TOULON","1744","['Toulon', 'British', 'French', 'Spanish']","WAR OF THE AUSTRIAN SUCCESSION","FRANCE, SPAIN","UNITED KINGDOM",NA,NA,1,"SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P77",NA,NA
"Toulon1793","FRANCE",43.124228,5.928,"1029","TOULON","1793","['French', 'Spain', 'French']","FRENCH REVOLUTIONARY WARS (1ST COALITION)","FRANCE","UNITED KINGDOM, SPAIN",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P490",NA,NA
"Toulon1944","FRANCE",43.124228,5.928,"1029","TOULON","1944","['France', 'German', 'French', 'Marseilles']","WORLD WAR II","FRANCE","GERMANY",NA,NA,2,"LAND",NA,"NO",NA,NA,NA
"Toulouse1218","FRANCE",43.604652,1.444209,"1029","TOULOUSE","1218","['Anglo', 'Anglo', 'King Louis']","ANGLO-FRENCH WARS","RAYMOND IV OF TOULOUSE","SIMON DE MONTFORT",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Toulouse1799","FRANCE",43.604652,1.444209,"1029","TOULOUSE","1799","['French', 'Royalist', 'France', 'Spanish']","FRENCH REVOLUTIONARY WARS (2ND COALITION)","FRANCE","ROYALIST REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Toulouse1814","FRANCE",43.604652,1.444209,"1030","TOULOUSE","1814","['Orthez', 'French', 'Wellington', 'Spanish']","NAPOLEONIC WARS","UNITED KINGDOM, SPAIN","FRANCE",NA,NA,3,"LAND",NA,"NO","THE FIELD AND THE FORGE, LANDERS, P392",NA,NA
"Toulouse439","FRANCE",43.604652,1.444209,"1029","TOULOUSE","439","['Roman Empire', 'Narbonne']","GOTH INVASION OF THE ROMAN EMPIRE","GOTHS","ROME",NA,NA,NA,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Toulouse458","FRANCE",43.604652,1.444209,"1029","TOULOUSE","458","['Roman Empire', 'Italy', 'Gaul', 'Roman', 'Spain']","GOTH INVASION OF THE ROMAN EMPIRE","ROME","VISIGOTHS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Toulouse721","FRANCE",43.604652,1.444209,"1029","TOULOUSE","721","['Muslim', 'France', 'Spain', 'Muslim Arabs', 'Pyrenees', 'Aquitaine', 'Arab', 'Spain', 'Aquitaine', 'Sama', 'Arab']","MUSLIM INVASION OF FRANCE","DUKEDOM OF AQUATAINE","MUSLIM VICEROYALTY OF SPAIN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Toumorong1966","VIETNAM",14.9105786,108.0005933,"1030","TOUMORONG","1966","['North Vietnamese', 'Toumorong', 'US']","VIETNAM WAR","UNITED STATES","NORTH VIETNAM",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P676","1",NA
"Toungoo1942","MYANMAR",18.9398354,96.4343621,"1030","TOUNGOO","1942","['Japanese', 'Chinese', 'Chinese', 'Lashio', 'British', 'Prome']","WORLD WAR II","JAPAN","CHINA",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P501","1",NA
"Tourcoing1794","FRANCE",50.724993,3.16207,"1030","TOURCOING","1794","['French', 'Belgium', 'Austrian', 'Hanoverian']","FRENCH REVOLUTIONARY WARS (1ST COALITION)","FRANCE","UNITED KINGDOM, AUSTRIA, HANOVER",NA,NA,3,"LAND",NA,"NO","THE FIELD AND THE FORGE, LANDERS, P390",NA,NA
"Tournai1340","BELGIUM",50.6056475,3.3879338,"1030","TOURNAI","1340","['England', 'Foix', 'Flemish', 'France']","HUNDRED YEARS WAR","DRAW",NA,"FRANCE, COUNTY OF FOIX","ENGLAND, FLANDERS",NA,"LAND",NA,"NO",NA,NA,NA
"Tournai1581","BELGIUM",50.6056475,3.3879338,"1030","TOURNAI","1581","['Cambrai', 'Spanish']","NETHERLANDS WAR OF INDEPENDENCE","SPAIN","ESPINOY",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tournai1709","BELGIUM",50.6056475,3.3879338,"1030","TOURNAI","1709","['Spanish', 'French']","WAR OF THE SPANISH SUCCESSION","UNITED KINGDOM, AUSTRIA","FRANCE",NA,NA,3,"LAND",NA,"NO","THE FIELD AND THE FORGE, LANDERS, P400",NA,NA
"Tournai1794","BELGIUM",50.6056475,3.3879338,"1030","TOURNAI","1794","['French', 'French', 'Tourcoing']","FRENCH REVOLUTIONARY WARS (1ST COALITION)","DRAW",NA,"FRANCE","UNITED KINGDOM, AUSTRIA, HANOVER",3,"LAND",NA,"NO","THE FIELD AND THE FORGE, LANDERS, P390",NA,NA
"Tours732","FRANCE",47.394144,0.68484,"1031","TOURS","732","['Muslim', 'France', 'Arab', 'France', 'Spain', 'Bordeaux', 'Vienne', 'Frankish']","MUSLIM INVASION OF FRANCE","FRANKS, ACQUITAINE","MUSLIM GOVERNORATE OF SPAIN",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P184",NA,NA
"Towton1461","UNITED KINGDOM",53.8360295,-1.2731743,"1031","TOWTON","1461","[]","WARS OF THE ROSES","YORKISTS","LANCASTRIANS",NA,NA,3,"LAND",NA,"NO","HTTPS://WWW.BATTLEFIELDSTRUST.COM/RESOURCE-CENTRE/WARSOFTHEROSES/BATTLEVIEW.ASP?BATTLEFIELDID=46",NA,NA
"Toyama1585","JAPAN",36.7260943,137.0907184,"SHOWALTER, P334","TOYAMA","1585",NA,"JAPAN'S WARRING STATES PERIOD","HIDEYOSHI","NARIMASU",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF CONFLICT, SHOWALTER, 2014, P334",NA,NA
"Tra-khe605","VIETNAM",15.2100989,108.3207992,"1031","TRA-KHE","605","['Sino-Vietnamese', 'Chinese', 'Vietnam', 'Champa', 'Danang', 'China']","SINO-VIETNAMESE WARS","CHINA","CHAMPA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Trafalgar1805","SPAIN",36.2619913,-6.2464817,"1031","TRAFALGAR","1805","['Napoleonic', 'Britains', 'French']","NAPOLEONIC WARS","UNITED KINGDOM","FRANCE, SPAIN",NA,NA,3,"SEA",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P505",NA,NA
"Trail Ridge1866","UNITED STATES",41.2963632,-98.2806549,"594","TRAIL RIDGE","1866","['Ogala', 'Indians']","RED CLOUDS WAR","OGALA SIOUX","UNITED STATES",NA,NA,1,"LAND",NA,"NO",NA,"1",1
"Trajans Gate986","BULGARIA",42.3560317,23.9169382,"1031","TRAJANS GATE","986","['Bulgaria', 'Byzantine', 'Sofia']","BYZANTINE WARS OF TSAR SAMUEL","BULGARIA","BYZANTIUM",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Trancheron1648","ITALY",45.4768902,9.9985715,"1031","TRANCHERON","1648","['French', 'Italy', 'Spanish', 'Oglio']","THIRTY YEARS WAR","FRANCE","SPAIN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Transloy Ridges1916","FRANCE",50.058064,2.889622,"1031","TRANSLOY RIDGES","1916","['British']","WORLD WAR I","UNITED KINGDOM, FRANCE","GERMANY","UNITED KINGDOM, FRANCE","GERMANY",NA,"LAND",NA,"NO",NA,NA,NA
"Tranters Creek1862","UNITED STATES",35.5636592,-77.1052173,"1032","TRANTERS CREEK","1862","['American', 'Carolina', 'Washington', 'North Carolina', 'Washington']","AMERICAN CIVIL WAR","UNITED STATES","CONFEDERATE STATES OF AMERICA",NA,NA,1,"LAND",NA,"NO",NA,"1",NA
"Trapani1266","ITALY",38.0176177,12.537202,"1032","TRAPANI","1266","['Venetian-Genoese', 'Venetian', 'Sicily', 'Venetians', 'Genoese', 'Venetian']","VENETIAN-GENOESE WARS","VENICE","GENOA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Trautenau1866","CZECHIA",50.5653838,15.9090923,"1032","TRAUTENAU","1866","['Prussian', 'Austrian', 'Liebenau', 'Trutnov', 'Austrians']","SEVEN WEEKS WAR","PRUSSIA","AUSTRIA",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P184. 1 PRUSSIAN VS 1 AUSTRIAN CORPS","1",NA
"Travancore1789","INDIA",8.2463347,77.3268525,"1032","TRAVANCORE","1789","['Mysore', 'French', 'British', 'Travancore', 'France']","3RD BRITISH-MYSORE WAR","UNITED KINGDOM","MYSORE",NA,NA,2,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P256",NA,NA
"Tre Ponti1859","ITALY",45.2438617,11.5884103,"1034","TRE PONTI","1859","['Italian', 'Italy', 'Varese', 'San Fermo', 'Italian', 'Austrians', 'Lonato', 'Austrian']","2ND ITALIAN WAR OF INDEPENDENCE","HABSBURG EMPIRE","GARIBALDI'S REDSHIRTS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Treasury Islands1943","SOLOMON ISLANDS",-7.3727384,155.4888709,"1032","TREASURY ISLANDS","1943","['American', 'Japanese']","WORLD WAR II","NEW ZEALAND, UNITED STATES","JAPAN",NA,NA,1,"LAND",NA,"NO",NA,"1",NA
"Trebbia-218","ITALY",44.7888903,9.4534052,"1032","TREBBIA","-218","['Roman', 'Placentia', 'Piacenza', 'Romans']","2ND PUNIC WAR","CARTHAGE","ROME",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE,  SHOWALTER, 2014, P95",NA,NA
"Trebbia1799","ITALY",44.7888903,9.4534052,"1032","TREBBIA","1799","['French', 'Austrian', 'French', 'Trebbia']","FRENCH REVOLUTIONARY WARS (2ND COALITION)","HABSBURG EMPIRE, RUSSIA","FRANCE",NA,NA,3,"LAND",NA,"NO","THE FIELD AND THE FORGE, LANDERS, P391",NA,NA
"Trebizond1916","TURKEY",41.0026969,39.7167633,"1033","TREBIZOND","1916","['Russian', 'Russians', 'Turks']","WORLD WAR I","RUSSIA, UNITED KINGDOM, FRANCE","OTTOMAN EMPIRE, GERMANY",NA,NA,NA,"LAND AND SEA",NA,"NO",NA,NA,NA
"Trembowla1657","UKRAINE",49.3047733,25.7049422,"1033","TREMBOWLA","1657","['Warsaw', 'Swedish', 'Ukraine', 'Trembowla']","TRANSYLVANIAN-POLISH WAR","CRIMEAN TATARS","TRANSYLVANIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Trembowla1675","UKRAINE",49.3047733,25.7049422,"1033","TREMBOWLA","1675","['Turkish', 'Ukraine', 'Turkish', 'Tatar', 'Polish', 'Ukraine', 'Trembowla', 'Ternopol', 'Polish', 'Zloczow']","TURKISH INVASION OF THE UKRAINE","POLAND","OTTOMAN EMPIRE, CRIMEAN TATAR KHANATE",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P299",NA,NA
"Trenchin1708","SLOVAKIA",48.884936,18.0335208,"1033","TRENCHIN","1708","['Zsibo', 'Austria', 'Bohemia', 'Moravian']","RAKOZCI REBELLION","AUSTRIA","TRANSYLVANIA",NA,NA,2,"LAND",NA,"NO","THE FIELD AND THE FORGE, LANDERS, P388",NA,NA
"Trent679","UNITED KINGDOM",53.2057672,-2.0051529,"1033","TRENT","679","['Anglo', 'Northumbria', 'Northumbria', 'Kingdom']","ANGLO-SAXON TERRITORIAL WARS","MERCIA","NORTHUMBRIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Trentino1917","ITALY",46.0428155,10.23191,"CLODFELTER, P420","TRENTINO","1917",NA,"WORLD WAR ONE","AUSTRIA-HUNGARY","ITALY",NA,NA,4,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P419","1",NA
"Trenton1776","UNITED STATES",40.2258431,-74.7669617,"1033","TRENTON","1776","['New Jersey', 'Delaware', 'Trenton', 'Washington', 'Hessian']","WAR OF THE AMERICAN REVOLUTION","UNITED STATES","UNITED KINGDOM, HESSE",NA,NA,1,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P453",NA,NA
"Trepa1809","SPAIN",41.9706951,-7.3308627,"1033","TREPA","1809","['Napoleonic', 'French', 'Portugal', 'Spanish', 'Trepa', 'Verin']","NAPOLEONIC WAR","FRANCE","SPAIN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Tres Castillos1880","MEXICO",28.7500802,-106.117928,"1034","TRES CASTILLOS","1880","['Apache', 'Indian', 'Mexico', 'Rattlesnake', 'Mexicans', 'Tarahumara Indians']","APACHE INDIAN WARS","DRAW",NA,"MEXICO, TARAHUMARA INDIANS","APACHE INDIANS",1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P267",NA,1
"Trevilian Station1864","UNITED STATES",38.0215151,-78.0667861,"1034","TREVILIAN STATION","1864","['Petersburg', 'Richmond', 'Virginia']","AMERICAN CIVIL WAR","CONFEDERATE STATES OF AMERICA","UNITED STATES",NA,NA,2,"LAND",NA,"NO","HTTPS://WWW.BATTLEFIELDS.ORG/LEARN/CIVIL-WAR/BATTLES/TREVILIAN-STATION",NA,NA
"Trevino1875","SPAIN",42.7341137,-2.7466046,"1034","TREVINO","1875","['Spanish', 'Republican', 'Vitoria', 'Navarre', 'Carlist', 'Carlist']","2ND CARLIST WAR","SPAIN","CARLISTS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Triangle Hill1952","SOUTH KOREA",38.2532082,127.3746686,"1034","TRIANGLE HILL","1952","['South Korean', 'Communist', 'Chinese']","KOREAN WAR","CHINA, NORTH KOREA","UNITED STATES, SOUTH KOREA",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P661",NA,NA
"Tricameron533","TUNISIA",36.8592395,10.3137703,"1034","TRICAMERON","533","['Sardinia', 'Roman', 'North Africa']","VANDAL WAR IN AFRICA","ROME","VANDAL KINGDOM",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P168",NA,NA
"Trichinopoly (1st)1751-1752","INDIA",10.7904833,78.7046725,"1035","TRICHINOPOLY (1ST)","1751-1752","['French', 'Trichinopoly', 'India', 'Golden Rock', 'French']","2ND CARNATIC WAR","UNITED KINGDOM","FRANCE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Trichinopoly (2nd)1753","INDIA",10.7904833,78.7046725,"1035","TRICHINOPOLY (2ND)","1753","['India', 'French', 'Tanjorean', 'Weyconda']","2ND CARNATIC WAR","UNITED KINGDOM","FRANCE",NA,NA,2,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P104",NA,NA
"Trichinopoly (3rd)1753","INDIA",10.7904833,78.7046725,"1035","TRICHINOPOLY (3RD)","1753","['Trichinopoly', 'Trichinopoly', 'India', 'French', 'French']","2ND CARNATIC WAR","UNITED KINGDOM","FRANCE",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P110",NA,NA
"Trichinopoly1740-1741","INDIA",10.7904833,78.7046725,"1034","TRICHINOPOLY","1740-1741","['Mughal', 'India']","LATER MUGHAL-MARATHA WARS","MARATHAS","ARCOT",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Trichinopoly1743","INDIA",10.7904833,78.7046725,"1034","TRICHINOPOLY","1743","['Carnatic', 'Trichinopoly', 'Carnatic', 'Nawab']","LATER MUGHAL-MARATHA WARS","HYDERABAD","MARATHAS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Trichinopoly1753","INDIA",10.7904833,78.7046725,"1035","TRICHINOPOLY","1753","[]","2ND CARNATIC WAR","UNITED KINGDOM","FRANCE",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P110",NA,NA
"Trichinopoly1757","INDIA",10.7904833,78.7046725,"1035","TRICHINOPOLY","1757","['France', 'India', 'Trichinopoly', 'British', 'Europeans']","SEVEN YEARS WAR","UNITED KINGDOM","FRANCE",NA,NA,1,"LAND",NA,"NO",NA,NA,NA
"Triesen1499","LIECHTENSTEIN",47.1097988,9.5248296,"1035","TRIESEN","1499","['Swiss', 'Habsburg', 'Triesen', 'Lichtenstein', 'Swiss', 'German']","SWABIAN WAR","SWITZERLAND","SWABIAN LEAGUE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Trikalur1782","INDIA",11.2618308,75.7570458,"1035","TRIKALUR","1782","['Malabar', 'India', 'Mysorean', 'Mysore']","2ND BRITISH-MYSORE WAR","UNITED KINGDOM","MYSORE",NA,NA,NA,"LAND",NA,"NO","HASAN, MOHIBBUL, HISTORY OF TIPU SULTAN FOR LOCATION",NA,NA
"Trikorpha1825","GREECE",38.4487739,21.9086139,"1035","TRIKORPHA","1825","['Egyptian', 'Ibrahim', 'Lerna', 'Greek', 'Tripolitza', 'Greek', 'Ibrahim']","GREEK WAR OF INDEPENDENCE","OTTOMAN EMPIRE","GREEK REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Trimmu Ghat1857","INDIA",32.0426925,75.3909059,"1036","TRIMMU GHAT","1857","['Indian', 'British', 'Delhi']","INDIAN MUTINY","UNITED KINGDOM","INDIAN REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Trincomalee1639","SRI LANKA",8.5873638,81.2152121,"1036","TRINCOMALEE","1639","['Portuguese', 'Portuguese', 'Gannoruwa', 'Dutch', 'the Kingdom of Kandy', 'Ceylon', 'Portuguese', 'Dutch', 'Kandyans']","LATER PORTUGUESE COLONIAL WARS IN ASIA","NETHERLANDS, KINGDOM OF KANDY","PORTUGAL",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Trincomalee1782","SRI LANKA",8.6487883,81.3724983,"1036","TRINCOMALEE","1782","['India', 'British', 'Ceylon', 'French', 'French']","WAR OF THE AMERICAN REVOLUTION","UNITED KINGDOM","FRANCE",NA,NA,2,"SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P135","1",NA
